Date,Temperature (C)
2012-11-14T04:48:46,30.68750
2012-11-14T04:48:49,30.68750
2012-11-14T04:48:51,30.68750
2012-11-14T04:48:54,30.68750
2012-11-14T04:48:55,30.68750
2012-11-14T04:48:58,30.68750
2012-11-14T04:49:01,30.68750
2012-11-14T04:49:03,30.68750
